inning,half,outs,base_state,score_diff,win_prob,n
2,top,1,2,-2,0.29044,489
2,top,1,2,-1,0.38964,730
2,top,1,2,0,0.49665,1089
2,top,1,2,1,0.60389,730
2,top,1,2,2,0.70377,489
2,top,1,2,3,0.7902,328
2,top,1,2,4,0.8597,220
2,top,1,2,5,0.91162,147
2,top,1,2,6,0.94767,99
2,top,1,3,-6,0.04461,59
2,top,1,3,-5,0.0767,88
2,top,1,3,-4,0.12391,132
2,top,1,3,-3,0.1884,197
2,top,1,3,-2,0.27029,293
2,top,1,3,-1,0.3669,438
2,top,1,3,0,0.47281,653
2,top,1,3,1,0.58068,438
2,top,1,3,2,0.68277,293
2,top,1,3,3,0.77256,197
2,top,1,3,4,0.84594,132
2,top,1,3,5,0.90165,88
2,top,1,3,6,0.94096,59
2,top,1,4,-6,0.04295,33
2,top,1,4,-5,0.07415,49
2,top,1,4,-4,0.12027,73
2,top,1,4,-3,0.1836,109
2,top,1,4,-2,0.26439,163
2,top,1,4,-1,0.36017,243
2,top,1,4,0,0.46567,363
2,top,1,4,1,0.57365,243
2,top,1,4,2,0.67635,163
2,top,1,4,3,0.76711,109
2,top,1,4,4,0.84164,73
2,top,1,4,5,0.8985,49
2,top,1,4,6,0.93882,33
2,top,1,5,-6,0.03866,33
2,top,1,5,-5,0.06752,49
2,top,1,5,-4,0.11075,73
2,top,1,5,-3,0.17088,109
2,top,1,5,-2,0.24863,163
2,top,1,5,-1,0.34203,243
2,top,1,5,0,0.44627,363
2,top,1,5,1,0.55439,243
2,top,1,5,2,0.65858,163
2,top,1,5,3,0.75189,109
2,top,1,5,4,0.82952,73
2,top,1,5,5,0.88955,49
2,top,1,5,6,0.93267,33
2,top,1,6,-6,0.03338,23
2,top,1,6,-5,0.05922,34
2,top,1,6,-4,0.09862,51
2,top,1,6,-3,0.15444,77
2,top,1,6,-2,0.22793,114
2,top,1,6,-1,0.31782,170
2,top,1,6,0,0.41997,254
2,top,1,6,1,0.52786,170
2,top,1,6,2,0.63372,114
2,top,1,6,3,0.73025,77
2,top,1,6,4,0.81203,51
2,top,1,6,5,0.87642,34
2,top,1,6,6,0.92351,23
2,top,1,7,-6,0.03018,16
2,top,1,7,-5,0.05411,25
2,top,1,7,-4,0.09105,37
2,top,1,7,-3,0.14402,55
2,top,1,7,-2,0.21461,82
2,top,1,7,-1,0.30199,122
2,top,1,7,0,0.40252,181
2,top,1,7,1,0.50998,122
2,top,1,7,2,0.61672,82
2,top,1,7,3,0.71522,55
2,top,1,7,4,0.7997,37
2,top,1,7,5,0.86702,25
2,top,1,7,6,0.91686,16
2,top,2,0,-6,0.06867,311
2,top,2,0,-5,0.1124,464
2,top,2,0,-4,0.1731,692
2,top,2,0,-3,0.2514,1032
2,top,2,0,-2,0.34523,1540
2,top,2,0,-1,0.44971,2297
2,top,2,0,0,0.55782,3427
2,top,2,0,1,0.66177,2297
2,top,2,0,2,0.75463,1540
2,top,2,0,3,0.83172,1032
2,top,2,0,4,0.89118,692
2,top,2,0,5,0.9338,464
2,top,2,0,6,0.96218,311
2,top,2,1,-6,0.06425,171
2,top,2,1,-5,0.10599,255
2,top,2,1,-4,0.16447,381
2,top,2,1,-3,0.24061,568
2,top,2,1,-2,0.33269,847
2,top,2,1,-1,0.43619,1264
2,top,2,1,0,0.54427,1885
2,top,2,1,1,0.64916,1264
2,top,2,1,2,0.74373,847
2,top,2,1,3,0.82297,568
2,top,2,1,4,0.88465,381
2,top,2,1,5,0.92928,255
2,top,2,1,6,0.95927,171
2,top,2,2,-6,0.06107,93
2,top,2,2,-5,0.10134,139
2,top,2,2,-4,0.15816,208
2,top,2,2,-3,0.23264,310
2,top,2,2,-2,0.32336,462
2,top,2,2,-1,0.42604,689
2,top,2,2,0,0.53402,1028
2,top,2,2,1,0.63954,689
2,top,2,2,2,0.73534,462
2,top,2,2,3,0.81618,310
2,top,2,2,4,0.87955,208
2,top,2,2,5,0.92572,139
2,top,2,2,6,0.95696,93
2,top,2,3,-6,0.05754,56
2,top,2,3,-5,0.09614,83
2,top,2,3,-4,0.15104,125
2,top,2,3,-3,0.2236,186
2,top,2,3,-2,0.3127,277
2,top,2,3,-1,0.41435,414
2,top,2,3,0,0.52212,617
2,top,2,3,1,0.62829,414
2,top,2,3,2,0.72547,277
2,top,2,3,3,0.80812,186
2,top,2,3,4,0.87345,125
2,top,2,3,5,0.92142,83
2,top,2,3,6,0.95416,56
2,top,2,4,-6,0.05996,31
2,top,2,4,-5,0.09971,46
2,top,2,4,-4,0.15593,69
2,top,2,4,-3,0.22982,103
2,top,2,4,-2,0.32005,154
2,top,2,4,-1,0.42242,230
2,top,2,4,0,0.53034,343
2,top,2,4,1,0.63607,230
2,top,2,4,2,0.73231,154
2,top,2,4,3,0.81371,103
2,top,2,4,4,0.87769,69
2,top,2,4,5,0.92441,46
2,top,2,4,6,0.95611,31
2,top,2,5,-6,0.05602,31
2,top,2,5,-5,0.09389,46
2,top,2,5,-4,0.14794,69
2,top,2,5,-3,0.21964,103
2,top,2,5,-2,0.30799,154
2,top,2,5,-1,0.40917,230
2,top,2,5,0,0.51681,343
2,top,2,5,1,0.62324,230
2,top,2,5,2,0.72101,154
2,top,2,5,3,0.80447,103
2,top,2,5,4,0.87066,69
2,top,2,5,5,0.91945,46
2,top,2,5,6,0.95286,31
2,top,2,6,-6,0.05296,22
2,top,2,6,-5,0.08932,32
2,top,2,6,-4,0.14163,48
2,top,2,6,-3,0.21152,72
2,top,2,6,-2,0.29831,108
2,top,2,6,-1,0.39843,161
2,top,2,6,0,0.50575,240
2,top,2,6,1,0.61266,161
2,top,2,6,2,0.71161,108
2,top,2,6,3,0.79672,72
2,top,2,6,4,0.86473,48
2,top,2,6,5,0.91523,32
2,top,2,6,6,0.95007,22
2,top,2,7,-6,0.04809,16
2,top,2,7,-5,0.08201,23
2,top,2,7,-4,0.1314,35
2,top,2,7,-3,0.19825,52
2,top,2,7,-2,0.2823,77
2,top,2,7,-1,0.3805,115
2,top,2,7,0,0.4871,171
2,top,2,7,1,0.59465,115
2,top,2,7,2,0.69545,77
2,top,2,7,3,0.78324,52
2,top,2,7,4,0.8543,35
2,top,2,7,5,0.90773,23
2,top,2,7,6,0.94506,16
2,bottom,0,0,-6,0.06509,366
2,bottom,0,0,-5,0.10884,546
2,bottom,0,0,-4,0.17053,814
2,bottom,0,0,-3,0.25096,1214
2,bottom,0,0,-2,0.34795,1812
2,bottom,0,0,-1,0.4561,2703
2,bottom,0,0,0,0.56762,4032
2,bottom,0,0,1,0.67397,2703
2,bottom,0,0,2,0.76776,1812
2,bottom,0,0,3,0.84425,1214
2,bottom,0,0,4,0.90194,814
2,bottom,0,0,5,0.94217,546
2,bottom,0,0,6,0.96812,366
2,bottom,0,1,-6,0.07967,201
2,bottom,0,1,-5,0.12995,300
2,bottom,0,1,-4,0.19878,448
2,bottom,0,1,-3,0.2859,668
2,bottom,0,1,-2,0.3879,996
2,bottom,0,1,-1,0.49832,1487
2,bottom,0,1,0,0.60887,2218
2,bottom,0,1,1,0.71122,1487
2,bottom,0,1,2,0.79886,996
2,bottom,0,1,3,0.86824,668
2,bottom,0,1,4,0.91905,448
2,bottom,0,1,5,0.95346,300
2,bottom,0,1,6,0.975,201
2,bottom,0,2,-6,0.09018,110
2,bottom,0,2,-5,0.1448,164
2,bottom,0,2,-4,0.21817,244
2,bottom,0,2,-3,0.30933,364
2,bottom,0,2,-2,0.41404,544
2,bottom,0,2,-1,0.52528,811
2,bottom,0,2,0,0.63458,1210
2,bottom,0,2,1,0.73388,811
2,bottom,0,2,2,0.81731,544
2,bottom,0,2,3,0.88214,364
2,bottom,0,2,4,0.92872,244
2,bottom,0,2,5,0.95968,164
2,bottom,0,2,6,0.9787,110
2,bottom,0,3,-6,0.10655,66
2,bottom,0,3,-5,0.16742,98
2,bottom,0,3,-4,0.24705,147
2,bottom,0,3,-3,0.3434,219
2,bottom,0,3,-2,0.45121,326
2,bottom,0,3,-1,0.56276,486
2,bottom,0,3,0,0.66951,726
2,bottom,0,3,1,0.76397,486
2,bottom,0,3,2,0.84128,326
2,bottom,0,3,3,0.89978,219
2,bottom,0,3,4,0.94073,147
2,bottom,0,3,5,0.96723,98
2,bottom,0,3,6,0.98309,66
2,bottom,0,4,-6,0.10213,37
2,bottom,0,4,-5,0.16137,55
2,bottom,0,4,-4,0.2394,81
2,bottom,0,4,-3,0.33447,121
2,bottom,0,4,-2,0.44156,181
2,bottom,0,4,-1,0.55313,270
2,bottom,0,4,0,0.66061,403
2,bottom,0,4,1,0.75639,270
2,bottom,0,4,2,0.8353,181
2,bottom,0,4,3,0.89542,121
2,bottom,0,4,4,0.93779,81
2,bottom,0,4,5,0.9654,55
2,bottom,0,4,6,0.98204,37
2,bottom,0,5,-6,0.12555,37
2,bottom,0,5,-5,0.19296,55
2,bottom,0,5,-4,0.27879,81
2,bottom,0,5,-3,0.37986,121
2,bottom,0,5,-2,0.48993,181
2,bottom,0,5,-1,0.60077,270
2,bottom,0,5,0,0.70399,403
2,bottom,0,5,1,0.79289,270
2,bottom,0,5,2,0.8637,181
2,bottom,0,5,3,0.91585,121
2,bottom,0,5,4,0.95137,81
2,bottom,0,5,5,0.97375,55
2,bottom,0,5,6,0.98678,37
2,bottom,0,6,-6,0.13628,26
2,bottom,0,6,-5,0.2071,38
2,bottom,0,6,-4,0.296,57
2,bottom,0,6,-3,0.39923,85
2,bottom,0,6,-2,0.51008,127
2,bottom,0,6,-1,0.62014,189
2,bottom,0,6,0,0.7212,282
2,bottom,0,6,1,0.80703,189
2,bottom,0,6,2,0.87443,127
2,bottom,0,6,3,0.92338,85
2,bottom,0,6,4,0.95626,57
2,bottom,0,6,5,0.97667,38
2,bottom,0,6,6,0.9884,26
2,bottom,0,7,-6,0.15742,18
2,bottom,0,7,-5,0.23438,27
2,bottom,0,7,-4,0.32856,41
2,bottom,0,7,-3,0.43514,61
2,bottom,0,7,-2,0.54668,91
2,bottom,0,7,-1,0.65464,135
2,bottom,0,7,0,0.75126,202
2,bottom,0,7,1,0.83123,135
2,bottom,0,7,2,0.89244,91
2,bottom,0,7,3,0.93577,61
2,bottom,0,7,4,0.96414,41
2,bottom,0,7,5,0.98131,27
2,bottom,0,7,6,0.99,18
2,bottom,1,0,-6,0.05739,329
2,bottom,1,0,-5,0.09741,491
2,bottom,1,0,-4,0.15487,733
2,bottom,1,0,-3,0.23112,1093
2,bottom,1,0,-2,0.32472,1631
2,bottom,1,0,-1,0.43095,2432
2,bottom,1,0,0,0.54246,3629
2,bottom,1,0,1,0.6507,2432
2,bottom,1,0,2,0.74786,1631
2,bottom,1,0,3,0.82853,1093
2,bottom,1,0,4,0.89046,733
2,bottom,1,0,5,0.93442,491
2,bottom,1,0,6,0.96329,329
2,bottom,1,1,-6,0.06609,181
2,bottom,1,1,-5,0.11031,270
2,bottom,1,1,-4,0.17253,403
2,bottom,1,1,-3,0.25347,601
2,bottom,1,1,-2,0.35086,897
2,bottom,1,1,-1,0.45922,1338
2,bottom,1,1,0,0.57071,1996
2,bottom,1,1,1,0.67679,1338
2,bottom,1,1,2,0.77015,897
2,bottom,1,1,3,0.84612,601
2,bottom,1,1,4,0.90329,403
2,bottom,1,1,5,0.94308,270
2,bottom,1,1,6,0.96868,181
2,bottom,1,2,-6,0.07187,99
2,bottom,1,2,-5,0.11873,147
2,bottom,1,2,-4,0.18387,220
2,bottom,1,2,-3,0.26759,328
2,bottom,1,2,-2,0.36711,489
2,bottom,1,2,-1,0.47651,730
2,bottom,1,2,0,0.58771,1089
2,bottom,1,2,1,0.69225,730
2,bottom,1,2,2,0.78314,489
2,bottom,1,2,3,0.8562,328
2,bottom,1,2,4,0.91053,220
2,bottom,1,2,5,0.94788,147
2,bottom,1,2,6,0.97163,99
2,bottom,1,3,-6,0.08072,59
2,bottom,1,3,-5,0.13144,88
2,bottom,1,3,-4,0.20074,132
2,bottom,1,3,-3,0.28829,197
2,bottom,1,3,-2,0.39059,293
2,bottom,1,3,-1,0.50112,438
2,bottom,1,3,0,0.61156,653
2,bottom,1,3,1,0.71361,438
2,bottom,1,3,2,0.80082,293
2,bottom,1,3,3,0.86974,197
2,bottom,1,3,4,0.9201,132
2,bottom,1,3,5,0.95414,88
2,bottom,1,3,6,0.97541,59
2,bottom,1,4,-6,0.08352,33
2,bottom,1,4,-5,0.13543,49
2,bottom,1,4,-4,0.20598,73
2,bottom,1,4,-3,0.29465,109
2,bottom,1,4,-2,0.39772,163
2,bottom,1,4,-1,0.50851,243
2,bottom,1,4,0,0.61864,363
2,bottom,1,4,1,0.71988,243
2,bottom,1,4,2,0.80595,163
2,bottom,1,4,3,0.87362,109
2,bottom,1,4,4,0.92282,73
2,bottom,1,4,5,0.95589,49
2,bottom,1,4,6,0.97646,33
2,bottom,1,5,-6,0.09156,33
2,bottom,1,5,-5,0.14673,49
2,bottom,1,5,-4,0.22066,73
2,bottom,1,5,-3,0.3123,109
2,bottom,1,5,-2,0.41732,163
2,bottom,1,5,-1,0.52863,243
2,bottom,1,5,0,0.63774,363
2,bottom,1,5,1,0.73663,243
2,bottom,1,5,2,0.81953,163
2,bottom,1,5,3,0.88379,109
2,bottom,1,5,4,0.92986,73
2,bottom,1,5,5,0.9604,49
2,bottom,1,5,6,0.97913,33
2,bottom,1,6,-6,0.10344,23
2,bottom,1,6,-5,0.16316,34
2,bottom,1,6,-4,0.24168,51
2,bottom,1,6,-3,0.33713,77
2,bottom,1,6,-2,0.44444,114
2,bottom,1,6,-1,0.55601,170
2,bottom,1,6,0,0.66328,254
2,bottom,1,6,1,0.75867,170
2,bottom,1,6,2,0.8371,114
2,bottom,1,6,3,0.89674,77
2,bottom,1,6,4,0.93868,51
2,bottom,1,6,5,0.96596,34
2,bottom,1,6,6,0.98236,23
2,bottom,1,7,-6,0.11202,16
2,bottom,1,7,-5,0.17483,25
2,bottom,1,7,-4,0.25636,37
2,bottom,1,7,-3,0.35419,55
2,bottom,1,7,-2,0.46278,82
2,bottom,1,7,-1,0.57423,122
2,bottom,1,7,0,0.68001,181
2,bottom,1,7,1,0.77286,122
2,bottom,1,7,2,0.84824,82
2,bottom,1,7,3,0.90482,55
2,bottom,1,7,4,0.94409,37
2,bottom,1,7,5,0.96931,25
2,bottom,1,7,6,0.98428,16
2,bottom,2,0,-6,0.05252,311
2,bottom,2,0,-5,0.09009,464
2,bottom,2,0,-4,0.14467,692
2,bottom,2,0,-3,0.21801,1032
2,bottom,2,0,-2,0.30913,1540
2,bottom,2,0,-1,0.41382,2297
2,bottom,2,0,0,0.52506,3427
2,bottom,2,0,1,0.63436,2297
2,bottom,2,0,2,0.73369,1540
2,bottom,2,0,3,0.81716,1032
2,bottom,2,0,4,0.88203,692
2,bottom,2,0,5,0.92865,464
2,bottom,2,0,6,0.95963,311
2,bottom,2,1,-6,0.05642,171
2,bottom,2,1,-5,0.09597,255
2,bottom,2,1,-4,0.15287,381
2,bottom,2,1,-3,0.22857,568
2,bottom,2,1,-2,0.32169,847
2,bottom,2,1,-1,0.42764,1264
2,bottom,2,1,0,0.53912,1885
2,bottom,2,1,1,0.64758,1264
2,bottom,2,1,2,0.74517,847
2,bottom,2,1,3,0.82638,568
2,bottom,2,1,4,0.88887,381
2,bottom,2,1,5,0.93334,255
2,bottom,2,1,6,0.96261,171
2,bottom,2,2,-6,0.05952,93
2,bottom,2,2,-5,0.10059,139
2,bottom,2,2,-4,0.15925,208
2,bottom,2,2,-3,0.23671,310
2,bottom,2,2,-2,0.3313,462
2,bottom,2,2,-1,0.43813,689
2,bottom,2,2,0,0.54968,1028
2,bottom,2,2,1,0.65742,689
2,bottom,2,2,2,0.75365,462
2,bottom,2,2,3,0.83313,310
2,bottom,2,2,4,0.89384,208
2,bottom,2,2,5,0.93672,139
2,bottom,2,2,6,0.96473,93
2,bottom,2,3,-6,0.06326,56
2,bottom,2,3,-5,0.10614,83
2,bottom,2,3,-4,0.16685,125
2,bottom,2,3,-3,0.24634,186
2,bottom,2,3,-2,0.34257,277
2,bottom,2,3,-1,0.45032,414
2,bottom,2,3,0,0.56188,617
2,bottom,2,3,1,0.66869,414
2,bottom,2,3,2,0.76328,277
2,bottom,2,3,3,0.84073,186
2,bottom,2,3,4,0.89939,125
2,bottom,2,3,5,0.94046,83
2,bottom,2,3,6,0.96707,56
2,bottom,2,4,-6,0.06065,31
2,bottom,2,4,-5,0.10228,46
2,bottom,2,4,-4,0.16158,69
2,bottom,2,4,-3,0.23967,103
2,bottom,2,4,-2,0.33477,154
2,bottom,2,4,-1,0.44189,230
2,bottom,2,4,0,0.55346,343
2,bottom,2,4,1,0.66092,230
2,bottom,2,4,2,0.75665,154
2,bottom,2,4,3,0.8355,103
2,bottom,2,4,4,0.89558,69
2,bottom,2,4,5,0.9379,46
2,bottom,2,4,6,0.96547,31
2,bottom,2,5,-6,0.06498,31
2,bottom,2,5,-5,0.10868,46
2,bottom,2,5,-4,0.17032,69
2,bottom,2,5,-3,0.2507,103
2,bottom,2,5,-2,0.34764,154
2,bottom,2,5,-1,0.45577,230
2,bottom,2,5,0,0.56729,343
2,bottom,2,5,1,0.67366,230
2,bottom,2,5,2,0.7675,154
2,bottom,2,5,3,0.84405,103
2,bottom,2,5,4,0.90179,69
2,bottom,2,5,5,0.94207,46
2,bottom,2,5,6,0.96806,31
2,bottom,2,6,-6,0.06869,22
2,bottom,2,6,-5,0.11411,32
2,bottom,2,6,-4,0.17767,48
2,bottom,2,6,-3,0.25989,72
2,bottom,2,6,-2,0.35827,108
2,bottom,2,6,-1,0.46713,161
2,bottom,2,6,0,0.57851,240
2,bottom,2,6,1,0.68392,161
2,bottom,2,6,2,0.77615,108
2,bottom,2,6,3,0.85079,72
2,bottom,2,6,4,0.90666,48
2,bottom,2,6,5,0.94532,32
2,bottom,2,6,6,0.97006,22
2,bottom,2,7,-6,0.07531,16
2,bottom,2,7,-5,0.1237,23
2,bottom,2,7,-4,0.19051,35
2,bottom,2,7,-3,0.27578,52
2,bottom,2,7,-2,0.37645,77
2,bottom,2,7,-1,0.48635,115
2,bottom,2,7,0,0.5973,171
2,bottom,2,7,1,0.70088,115
2,bottom,2,7,2,0.79032,77
2,bottom,2,7,3,0.86173,52
2,bottom,2,7,4,0.91445,35
2,bottom,2,7,5,0.95046,23
2,bottom,2,7,6,0.97319,16
3,top,0,0,-6,0.04441,358
3,top,0,0,-5,0.07908,534
3,top,0,0,-4,0.13115,797
3,top,0,0,-3,0.20308,1189
3,top,0,0,-2,0.29445,1774
3,top,0,0,-1,0.40122,2646
3,top,0,0,0,0.51597,3948
3,top,0,0,1,0.6294,2646
3,top,0,0,2,0.73253,1774
3,top,0,0,3,0.81877,1189
3,top,0,0,4,0.88511,797
3,top,0,0,5,0.93204,534
3,top,0,0,6,0.96258,358
3,top,0,1,-6,0.03504,197
3,top,0,1,-5,0.06413,294
3,top,0,1,-4,0.10922,438
3,top,0,1,-3,0.17351,654
3,top,0,1,-2,0.2578,976
3,top,0,1,-1,0.35946,1456
3,top,0,1,0,0.47223,2171
3,top,0,1,1,0.58728,1456
3,top,0,1,2,0.69525,976
3,top,0,1,3,0.78843,654
3,top,0,1,4,0.86241,438
3,top,0,1,5,0.91643,294
3,top,0,1,6,0.95271,197
3,top,0,2,-6,0.02996,107
3,top,0,2,-5,0.05581,160
3,top,0,2,-4,0.09669,239
3,top,0,2,-3,0.15616,357
3,top,0,2,-2,0.23573,532
3,top,0,2,-1,0.33366,794
3,top,0,2,0,0.44448,1184
3,top,0,2,1,0.55986,794
3,top,0,2,2,0.67033,532
3,top,0,2,3,0.76763,357
3,top,0,2,4,0.84644,239
3,top,0,2,5,0.90516,160
3,top,0,2,6,0.9454,107
3,top,0,3,-6,0.0239,64
3,top,0,3,-5,0.04563,96
3,top,0,3,-4,0.08098,143
3,top,0,3,-3,0.13389,214
3,top,0,3,-2,0.2067,319
3,top,0,3,-1,0.29887,476
3,top,0,3,0,0.40617,711
3,top,0,3,1,0.52106,476
3,top,0,3,2,0.63421,319
3,top,0,3,3,0.73672,214
3,top,0,3,4,0.82212,143
3,top,0,3,5,0.88757,96
3,top,0,3,6,0.9337,64
3,top,0,4,-6,0.02535,36
3,top,0,4,-5,0.0481,53
3,top,0,4,-4,0.08484,80
3,top,0,4,-3,0.13942,119
3,top,0,4,-2,0.21399,177
3,top,0,4,-1,0.30769,265
3,top,0,4,0,0.41599,395
3,top,0,4,1,0.53111,265
3,top,0,4,2,0.64367,177
3,top,0,4,3,0.74489,119
3,top,0,4,4,0.82862,80
3,top,0,4,5,0.89232,53
3,top,0,4,6,0.93689,36
3,top,0,5,-6,0.01876,36
3,top,0,5,-5,0.03676,53
3,top,0,5,-4,0.06691,80
3,top,0,5,-3,0.11335,119
3,top,0,5,-2,0.17914,177
3,top,0,5,-1,0.26488,265
3,top,0,5,0,0.36763,395
3,top,0,5,1,0.4809,265
3,top,0,5,2,0.59574,177
3,top,0,5,3,0.70283,119
3,top,0,5,4,0.79468,80
3,top,0,5,5,0.86715,53
3,top,0,5,6,0.91973,36
3,top,0,6,-6,0.01649,25
3,top,0,6,-5,0.03275,37
3,top,0,6,-4,0.06039,56
3,top,0,6,-3,0.10362,83
3,top,0,6,-2,0.1658,124
3,top,0,6,-1,0.24806,185
3,top,0,6,0,0.34813,276
3,top,0,6,1,0.46012,185
3,top,0,6,2,0.57538,124
3,top,0,6,3,0.68449,83
3,top,0,6,4,0.77951,56
3,top,0,6,5,0.8556,37
3,top,0,6,6,0.91165,25
3,top,0,7,-6,0.01296,18
3,top,0,7,-5,0.02637,27
3,top,0,7,-4,0.04981,40
3,top,0,7,-3,0.08749,59
3,top,0,7,-2,0.14319,89
3,top,0,7,-1,0.21893,132
3,top,0,7,0,0.31364,197
3,top,0,7,1,0.42257,132
3,top,0,7,2,0.5378,89
3,top,0,7,3,0.64992,59
3,top,0,7,4,0.75027,40
3,top,0,7,5,0.83287,27
3,top,0,7,6,0.89541,18
3,top,1,0,-6,0.05095,322
3,top,1,0,-5,0.08925,481
3,top,1,0,-4,0.1457,717
3,top,1,0,-3,0.2222,1070
3,top,1,0,-2,0.31756,1597
3,top,1,0,-1,0.42689,2382
3,top,1,0,0,0.54218,3553
3,top,1,0,1,0.654,2382
3,top,1,0,2,0.75376,1597
3,top,1,0,3,0.83561,1070
3,top,1,0,4,0.89739,717
3,top,1,0,5,0.94027,481
3,top,1,0,6,0.96765,322
3,top,1,1,-6,0.04366,177
3,top,1,1,-5,0.07789,264
3,top,1,1,-4,0.12943,395
3,top,1,1,-3,0.20079,589
3,top,1,1,-2,0.29166,878
3,top,1,1,-1,0.39808,1310
3,top,1,1,0,0.51273,1954
3,top,1,1,1,0.62633,1310
3,top,1,1,2,0.72985,878
3,top,1,1,3,0.81663,589
3,top,1,1,4,0.88353,395
3,top,1,1,5,0.93097,264
3,top,1,1,6,0.96191,177
3,top,1,2,-6,0.03965,97
3,top,1,2,-5,0.07154,144
3,top,1,2,-4,0.12018,215
3,top,1,2,-3,0.1884,321
3,top,1,2,-2,0.27641,479
3,top,1,2,-1,0.38083,715
3,top,1,2,0,0.49479,1066
3,top,1,2,1,0.60917,715
3,top,1,2,2,0.71477,479
3,top,1,2,3,0.80444,321
3,top,1,2,4,0.87448,215
3,top,1,2,5,0.92479,144
3,top,1,2,6,0.95804,97
3,top,1,3,-6,0.03448,58
3,top,1,3,-5,0.06322,87
3,top,1,3,-4,0.10787,129
3,top,1,3,-3,0.17165,193
3,top,1,3,-2,0.25546,287
3,top,1,3,-1,0.35675,429
3,top,1,3,0,0.46934,640
3,top,1,3,1,0.58445,429
3,top,1,3,2,0.6927,287
3,top,1,3,3,0.78633,193
3,top,1,3,4,0.86081,129
3,top,1,3,5,0.91531,87
3,top,1,3,6,0.95199,58
3,top,1,4,-6,0.03305,32
3,top,1,4,-5,0.06088,48
3,top,1,4,-4,0.10436,72
3,top,1,4,-3,0.16682,107
3,top,1,4,-2,0.24935,160
3,top,1,4,-1,0.34964,238
3,top,1,4,0,0.46173,355
3,top,1,4,1,0.57697,238
3,top,1,4,2,0.68594,160
3,top,1,4,3,0.78071,107
3,top,1,4,4,0.85652,72
3,top,1,4,5,0.9123,48
3,top,1,4,6,0.95005,32
3,top,1,5,-6,0.02937,32
3,top,1,5,-5,0.05483,48
3,top,1,5,-4,0.09521,72
3,top,1,5,-3,0.15408,107
3,top,1,5,-2,0.23306,160
3,top,1,5,-1,0.33049,238
3,top,1,5,0,0.44105,355
3,top,1,5,1,0.55642,238
3,top,1,5,2,0.66718,160
3,top,1,5,3,0.76496,107
3,top,1,5,4,0.84437,72
3,top,1,5,5,0.90368,48
3,top,1,5,6,0.94443,32
3,top,1,6,-6,0.02491,23
3,top,1,6,-5,0.04735,34
3,top,1,6,-4,0.08367,50
3,top,1,6,-3,0.13775,75
3,top,1,6,-2,0.2118,112
3,top,1,6,-1,0.30504,167
3,top,1,6,0,0.41305,249
3,top,1,6,1,0.52811,167
3,top,1,6,2,0.64085,112
3,top,1,6,3,0.74246,75
3,top,1,6,4,0.82669,50
3,top,1,6,5,0.89092,34
3,top,1,6,6,0.93595,23
3,top,1,7,-6,0.02225,16
3,top,1,7,-5,0.0428,24
3,top,1,7,-4,0.07655,36
3,top,1,7,-3,0.12748,54
3,top,1,7,-2,0.19819,80
3,top,1,7,-1,0.28848,119
3,top,1,7,0,0.3945,178
3,top,1,7,1,0.50903,119
3,top,1,7,2,0.6228,80
3,top,1,7,3,0.72677,54
3,top,1,7,4,0.81415,36
3,top,1,7,5,0.8817,24
3,top,1,7,6,0.92973,16
3,top,2,0,-6,0.05587,304
3,top,2,0,-5,0.09679,454
3,top,2,0,-4,0.1563,678
3,top,2,0,-3,0.23591,1011
3,top,2,0,-2,0.33387,1508
3,top,2,0,-1,0.44471,2249
3,top,2,0,0,0.56009,3356
3,top,2,0,1,0.67054,2249
3,top,2,0,2,0.7678,1508
3,top,2,0,3,0.84658,1011
3,top,2,0,4,0.90526,678
3,top,2,0,5,0.94546,454
3,top,2,0,6,0.9708,304
3,top,2,1,-6,0.05187,167
3,top,2,1,-5,0.09067,250
3,top,2,1,-4,0.1477,373
3,top,2,1,-3,0.2248,556
3,top,2,1,-2,0.32067,829
3,top,2,1,-1,0.43031,1237
3,top,2,1,0,0.54563,1846
3,top,2,1,1,0.65721,1237
3,top,2,1,2,0.75649,829
3,top,2,1,3,0.83776,556
3,top,2,1,4,0.89894,373
3,top,2,1,5,0.9413,250
3,top,2,1,6,0.96828,167
3,top,2,2,-6,0.04901,91
3,top,2,2,-5,0.08625,136
3,top,2,2,-4,0.14143,203
3,top,2,2,-3,0.21662,303
3,top,2,2,-2,0.31086,452
3,top,2,2,-1,0.4195,675
3,top,2,2,0,0.53469,1007
3,top,2,2,1,0.64702,675
3,top,2,2,2,0.74777,452
3,top,2,2,3,0.8309,303
3,top,2,2,4,0.89398,203
3,top,2,2,5,0.938,136
3,top,2,2,6,0.96626,91
3,top,2,3,-6,0.04585,55
3,top,2,3,-5,0.08133,82
3,top,2,3,-4,0.13439,122
3,top,2,3,-3,0.20737,182
3,top,2,3,-2,0.29968,271
3,top,2,3,-1,0.40707,405
3,top,2,3,0,0.52198,604
3,top,2,3,1,0.63509,405
3,top,2,3,2,0.73747,271
3,top,2,3,3,0.82272,182
3,top,2,3,4,0.88801,122
3,top,2,3,5,0.934,82
3,top,2,3,6,0.9638,55
3,top,2,4,-6,0.04801,30
3,top,2,4,-5,0.0847,45
3,top,2,4,-4,0.13923,68
3,top,2,4,-3,0.21374,101
3,top,2,4,-2,0.30739,151
3,top,2,4,-1,0.41565,225
3,top,2,4,0,0.53076,336
3,top,2,4,1,0.64334,225
3,top,2,4,2,0.74461,151
3,top,2,4,3,0.8284,101
